Mode,Mois,Année,Service,Aéroport d'origine,Aéroport de destination,Compagnie,Nbre mensuel de vols programmés par la Cie sur la relation,Nbre mensuel de vols assurés par la Cie sur la relation,Part (%) de vols assurés par la Cie sur la relation (mois),Nbre mensuel de vols annulés par la Cie sur la relation,Part (%) des vols annulés par la Cie sur la relation (mois),Part (%) de la Cie dans les vols en retard à l'arrivée sur la relation (mois),Part (%) des vols exploités par la Cie en retard à l'arrivée sur la relation (mois),Retard mensuel moyen à l'arrivée des vols exploités par la Cie sur la relation (min),Code Cie,Code Aero Départ,Code Aero Destination,retards moyennés sur tous les vols de la liaison - compagnie à l'arrivée
Avion,11,2018,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,9,9,23.1,0,0,25,11.1,29,AFL,RJAA,LFPG,3
Avion,11,2018,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,30,30,76.9,0,0,75,10,160,AFR,RJAA,LFPG,17
Avion,12,2018,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,8,8,20.5,0,0,14.3,12.5,18,AFL,RJAA,LFPG,4
Avion,12,2018,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,31,31,79.5,0,0,85.7,19.4,27,AFR,RJAA,LFPG,7
Avion,1,2019,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,7,7,18,0,0,25,14.3,88,AFL,RJAA,LFPG,14
Avion,1,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,32,32,82.1,0,0,75,9.4,17,AFR,RJAA,LFPG,3
Avion,2,2019,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,5,5,15.2,0,0,12.5,20,187,AFL,RJAA,LFPG,40
Avion,2,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,28,28,84.9,0,0,87.5,25,51,AFR,RJAA,LFPG,15
Avion,3,2019,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,6,6,16.2,0,0,40,33.3,27,AFL,RJAA,LFPG,9
Avion,3,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,31,31,83.8,0,0,60,9.7,26,AFR,RJAA,LFPG,5
Avion,4,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,30,30,100,0,0,100,3.3,23,AFR,RJAA,LFPG,2
Avion,5,2019,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,6,6,16.2,0,0,0,0,,AFL,RJAA,LFPG,1
Avion,5,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,31,31,83.8,0,0,100,3.2,51,AFR,RJAA,LFPG,2
Avion,6,2019,International,TOKYO-NARITA,PARIS-CDG,AEROFLOT,4,4,11.8,0,0,0,0,,AFL,RJAA,LFPG,1
Avion,6,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,30,30,88.2,0,0,100,13.3,29,AFR,RJAA,LFPG,4
Avion,7,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,31,31,100,0,0,100,9.7,44,AFR,RJAA,LFPG,5
Avion,8,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,31,31,100,0,0,100,3.2,25,AFR,RJAA,LFPG,2
Avion,9,2019,International,TOKYO-NARITA,PARIS-CDG,AIR FRANCE,30,30,100,0,0,100,6.7,63,AFR,RJAA,LFPG,5
Avion,10,2018,International,TORONTO,PARIS-CDG,AIR CANADA,31,31,40.79,0,0,60,19.35,47,ACA,CYYZ,LFPG,11
Avion,10,2018,International,TORONTO,PARIS-CDG,AIR FRANCE,30,30,39.47,0,0,30,10,24,AFR,CYYZ,LFPG,3
Avion,10,2018,International,TORONTO,PARIS-CDG,AIR TRANSAT,15,15,19.74,0,0,10,6.67,34,TSC,CYYZ,LFPG,3
Avion,11,2018,International,TORONTO,PARIS-CDG,AIR CANADA,30,30,50.9,0,0,83.3,50,60,ACA,CYYZ,LFPG,32
Avion,11,2018,International,TORONTO,PARIS-CDG,AIR FRANCE,29,29,49.2,0,0,16.7,10.3,77,AFR,CYYZ,LFPG,9
Avion,12,2018,International,TORONTO,PARIS-CDG,AIR CANADA,30,30,50.9,0,0,76.5,43.3,36,ACA,CYYZ,LFPG,17
Avion,12,2018,International,TORONTO,PARIS-CDG,AIR FRANCE,29,29,49.2,0,0,23.5,13.8,27,AFR,CYYZ,LFPG,6
Avion,1,2019,International,TORONTO,PARIS-CDG,AIR CANADA,30,29,53.7,1,3.3,72,62.1,56,ACA,CYYZ,LFPG,37
Avion,1,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,25,25,46.3,0,0,28,28,58,AFR,CYYZ,LFPG,17
Avion,2,2019,International,TORONTO,PARIS-CDG,AIR CANADA,27,27,50.9,0,0,73.9,63,80,ACA,CYYZ,LFPG,53
Avion,2,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,26,26,49.1,0,0,26.1,23.1,37,AFR,CYYZ,LFPG,10
Avion,3,2019,International,TORONTO,PARIS-CDG,AIR CANADA,31,31,51.7,0,0,72.7,51.6,52,ACA,CYYZ,LFPG,28
Avion,3,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,29,29,48.3,0,0,27.3,20.7,26,AFR,CYYZ,LFPG,6
Avion,4,2019,International,TORONTO,PARIS-CDG,AIR CANADA,30,30,52.6,0,0,77.8,23.3,24,ACA,CYYZ,LFPG,7
Avion,4,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,28,27,47.4,1,3.6,22.2,7.4,24,AFR,CYYZ,LFPG,2
Avion,5,2019,International,TORONTO,PARIS-CDG,AIR CANADA,31,31,36.9,0,0,50,25.8,36,ACA,CYYZ,LFPG,12
Avion,5,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,38,38,45.2,0,0,6.3,2.6,23,AFR,CYYZ,LFPG,2
Avion,5,2019,International,TORONTO,PARIS-CDG,AIR TRANSAT,15,15,17.9,0,0,43.8,46.7,45,TSC,CYYZ,LFPG,22
Avion,6,2019,International,TORONTO,PARIS-CDG,AIR CANADA,30,30,33,0,0,37.9,36.7,36,ACA,CYYZ,LFPG,16
Avion,6,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,43,42,46.2,1,2.3,20.7,14.3,42,AFR,CYYZ,LFPG,7
Avion,6,2019,International,TORONTO,PARIS-CDG,AIR TRANSAT,19,19,20.9,0,0,41.4,63.2,57,TSC,CYYZ,LFPG,37
Avion,7,2019,International,TORONTO,PARIS-CDG,AIR CANADA,31,31,32.3,0,0,22.7,16.1,63,ACA,CYYZ,LFPG,14
Avion,7,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,44,44,45.8,0,0,36.4,18.2,51,AFR,CYYZ,LFPG,10
Avion,7,2019,International,TORONTO,PARIS-CDG,AIR TRANSAT,21,21,21.9,0,0,40.9,42.9,48,TSC,CYYZ,LFPG,22
Avion,8,2019,International,TORONTO,PARIS-CDG,AIR CANADA,31,31,32.3,0,0,40,25.8,36,ACA,CYYZ,LFPG,12
Avion,8,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,43,43,44.8,0,0,20,9.3,32,AFR,CYYZ,LFPG,4
Avion,8,2019,International,TORONTO,PARIS-CDG,AIR TRANSAT,22,22,22.9,0,0,40,36.4,32,TSC,CYYZ,LFPG,13
Avion,9,2019,International,TORONTO,PARIS-CDG,AIR CANADA,30,30,31.9,0,0,47.1,26.7,47,ACA,CYYZ,LFPG,14
Avion,9,2019,International,TORONTO,PARIS-CDG,AIR FRANCE,43,42,44.7,1,2.3,17.7,7.1,23,AFR,CYYZ,LFPG,2
Avion,9,2019,International,TORONTO,PARIS-CDG,AIR TRANSAT,22,22,23.4,0,0,35.3,27.3,32,TSC,CYYZ,LFPG,10
Avion,10,2018,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,181,175,100,6,3.31,100,18.29,34,AFR,LFTH,LFPO,8
Avion,11,2018,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,128,124,100,4,3.1,100,12.9,38,AFR,LFTH,LFPO,6
Avion,12,2018,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,131,131,100,0,0,100,16,33,AFR,LFTH,LFPO,7
Avion,1,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,132,129,100,3,2.3,100,16.3,48,AFR,LFTH,LFPO,9
Avion,2,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,113,107,100,6,5.3,100,10.3,57,AFR,LFTH,LFPO,7
Avion,3,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,133,132,100,1,0.8,100,8.3,53,AFR,LFTH,LFPO,6
Avion,4,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,186,182,100,4,2.2,100,10.4,41,AFR,LFTH,LFPO,6
Avion,5,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,190,188,100,2,1.1,100,12.2,51,AFR,LFTH,LFPO,8
Avion,6,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,185,184,100,1,0.5,100,16.3,40,AFR,LFTH,LFPO,8
Avion,7,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,190,185,100,5,2.6,100,26,48,AFR,LFTH,LFPO,14
Avion,8,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,179,175,100,4,2.2,100,16,41,AFR,LFTH,LFPO,9
Avion,9,2019,Intérieur,TOULON/HYERES,PARIS-ORLY,AIR FRANCE,185,183,100,2,1.1,100,15.3,54,AFR,LFTH,LFPO,9
Avion,10,2018,Intérieur,TOULOUSE,LILLE,EASYJET R-U,31,31,28.44,0,0,33.33,9.68,128,EZY,LFBO,LFQQ,13
Avion,10,2018,Intérieur,TOULOUSE,LILLE,HOP!,78,78,71.56,0,0,66.67,7.69,49,HOP,LFBO,LFQQ,4
Avion,11,2018,Intérieur,TOULOUSE,LILLE,EASYJET R-U,30,30,28.9,0,0,14.3,3.3,123,EZY,LFBO,LFQQ,5
Avion,11,2018,Intérieur,TOULOUSE,LILLE,HOP!,74,74,71.2,0,0,85.7,8.1,52,HOP,LFBO,LFQQ,5
Avion,12,2018,Intérieur,TOULOUSE,LILLE,EASYJET R-U,33,33,34,0,0,23.1,9.1,33,EZY,LFBO,LFQQ,4
Avion,12,2018,Intérieur,TOULOUSE,LILLE,HOP!,64,64,66,0,0,76.9,15.6,46,HOP,LFBO,LFQQ,8
Avion,1,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,67,67,71.3,0,0,100,16.4,64,HOP,LFBO,LFQQ,12
Avion,1,2019,Intérieur,TOULOUSE,LILLE,EASYJET R-U,27,27,28.7,0,0,0,0,,EZY,LFBO,LFQQ,1
Avion,2,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,70,70,71.4,0,0,25,1.4,153,HOP,LFBO,LFQQ,2
Avion,2,2019,Intérieur,TOULOUSE,LILLE,EASYJET R-U,28,28,28.6,0,0,75,10.7,32,EZY,LFBO,LFQQ,4
Avion,3,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,78,78,71.6,0,0,62.5,6.4,52,HOP,LFBO,LFQQ,4
Avion,3,2019,Intérieur,TOULOUSE,LILLE,EASYJET R-U,31,31,28.4,0,0,37.5,9.7,33,EZY,LFBO,LFQQ,5
Avion,4,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,72,72,70.6,0,0,50,6.9,33,HOP,LFBO,LFQQ,3
Avion,4,2019,Intérieur,TOULOUSE,LILLE,EASYJET R-U,30,30,29.4,0,0,50,16.7,57,EZY,LFBO,LFQQ,10
Avion,5,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,72,72,70.6,0,0,16.7,1.4,37,HOP,LFBO,LFQQ,1
Avion,5,2019,Intérieur,TOULOUSE,LILLE,EASYJET R-U,30,30,29.4,0,0,83.3,16.7,75,EZY,LFBO,LFQQ,13
Avion,6,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,71,71,70.3,0,0,20,1.4,37,HOP,LFBO,LFQQ,1
Avion,6,2019,Intérieur,TOULOUSE,LILLE,EASYJET,30,30,29.7,0,0,80,13.3,47,EZY,LFBO,LFQQ,8
Avion,7,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,56,56,65.1,0,0,44.4,7.1,41,HOP,LFBO,LFQQ,3
Avion,7,2019,Intérieur,TOULOUSE,LILLE,EASYJET,30,30,34.9,0,0,55.6,16.7,137,EZY,LFBO,LFQQ,24
Avion,8,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE HOP!,34,34,53.1,0,0,10,2.9,60,HOP,LFBO,LFQQ,3
Avion,8,2019,Intérieur,TOULOUSE,LILLE,EASYJET,30,30,46.9,0,0,90,30,49,EZY,LFBO,LFQQ,16
Avion,9,2019,Intérieur,TOULOUSE,LILLE,AIR FRANCE,69,69,54.3,0,0,11.1,1.5,33,AFR,LFBO,LFQQ,1
Avion,9,2019,Intérieur,TOULOUSE,LILLE,EASYJET,30,30,23.6,0,0,44.4,13.3,139,EZY,LFBO,LFQQ,19
Avion,9,2019,Intérieur,TOULOUSE,LILLE,RYANAIR,28,28,22.1,0,0,44.4,14.3,26,RYR,LFBO,LFQQ,6
Avion,10,2018,Intérieur,TOULOUSE,LYON,EASYJET R-U,70,69,36.32,1,1.43,61.11,15.94,76,EZY,LFBO,LFLL,13
Avion,10,2018,Intérieur,TOULOUSE,LYON,HOP!,121,121,63.68,0,0,38.89,5.79,82,HOP,LFBO,LFLL,6
Avion,11,2018,Intérieur,TOULOUSE,LYON,EASYJET R-U,56,56,33.1,0,0,33.3,7.1,34,EZY,LFBO,LFLL,4
Avion,11,2018,Intérieur,TOULOUSE,LYON,HOP!,114,113,66.9,1,0.9,66.7,7.1,48,HOP,LFBO,LFLL,4
Avion,12,2018,Intérieur,TOULOUSE,LYON,EASYJET R-U,56,56,35.4,0,0,44.4,14.3,76,EZY,LFBO,LFLL,12
Avion,12,2018,Intérieur,TOULOUSE,LYON,HOP!,102,102,64.6,0,0,55.6,9.8,58,HOP,LFBO,LFLL,7
Avion,1,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,101,101,64.7,0,0,57.1,7.9,45,HOP,LFBO,LFLL,4
Avion,1,2019,Intérieur,TOULOUSE,LYON,EASYJET R-U,55,55,35.3,0,0,42.9,10.9,42,EZY,LFBO,LFLL,6
Avion,2,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,108,107,67.7,1,0.9,83.3,4.7,49,HOP,LFBO,LFLL,3
Avion,2,2019,Intérieur,TOULOUSE,LYON,EASYJET R-U,52,51,32.3,1,1.9,16.7,2,24,EZY,LFBO,LFLL,1
Avion,3,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,120,119,67.6,1,0.8,53.3,6.7,39,HOP,LFBO,LFLL,3
Avion,3,2019,Intérieur,TOULOUSE,LYON,EASYJET R-U,57,57,32.4,0,0,46.7,12.3,50,EZY,LFBO,LFLL,7
Avion,4,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,110,110,61.5,0,0,52.9,8.2,60,HOP,LFBO,LFLL,6
Avion,4,2019,Intérieur,TOULOUSE,LYON,EASYJET R-U,69,69,38.6,0,0,47.1,11.6,40,EZY,LFBO,LFLL,6
Avion,5,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,106,101,59.8,5,4.7,46.7,6.9,56,HOP,LFBO,LFLL,5
Avion,5,2019,Intérieur,TOULOUSE,LYON,EASYJET R-U,68,68,40.2,0,0,53.3,11.8,49,EZY,LFBO,LFLL,7
Avion,6,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,106,105,64,1,0.9,53.6,14.3,48,HOP,LFBO,LFLL,8
Avion,6,2019,Intérieur,TOULOUSE,LYON,EASYJET,59,59,36,0,0,46.4,22,70,EZY,LFBO,LFLL,17
Avion,7,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,110,109,73.2,1,0.9,65.2,13.8,63,HOP,LFBO,LFLL,10
Avion,7,2019,Intérieur,TOULOUSE,LYON,EASYJET,40,40,26.9,0,0,34.8,20,40,EZY,LFBO,LFLL,9
Avion,8,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE HOP!,70,70,64.2,0,0,50,10,24,HOP,LFBO,LFLL,3
Avion,8,2019,Intérieur,TOULOUSE,LYON,EASYJET,39,39,35.8,0,0,50,18,75,EZY,LFBO,LFLL,15
Avion,9,2019,Intérieur,TOULOUSE,LYON,AIR FRANCE,112,110,61.8,2,1.8,57.9,10,39,AFR,LFBO,LFLL,5
Avion,9,2019,Intérieur,TOULOUSE,LYON,EASYJET,68,68,38.2,0,0,42.1,11.8,61,EZY,LFBO,LFLL,8
Avion,10,2018,Intérieur,TOULOUSE,NANTES,EASYJET R-U,49,48,25.81,1,2.04,45.45,20.83,61,EZY,LFBO,LFRS,14
Avion,10,2018,Intérieur,TOULOUSE,NANTES,HOP!,120,120,64.52,0,0,45.45,8.33,47,HOP,LFBO,LFRS,7
Avion,10,2018,Intérieur,TOULOUSE,NANTES,VOLOTEA,18,18,9.68,0,0,9.09,11.11,40,VOE,LFBO,LFRS,5
Avion,11,2018,Intérieur,TOULOUSE,NANTES,EASYJET R-U,49,49,29.9,0,0,8.8,6.1,24,EZY,LFBO,LFRS,3
Avion,11,2018,Intérieur,TOULOUSE,NANTES,HOP!,108,105,64,3,2.8,88.2,28.6,41,HOP,LFBO,LFRS,14
Avion,11,2018,Intérieur,TOULOUSE,NANTES,VOLOTEA,10,10,6.1,0,0,2.9,10,141,VOE,LFBO,LFRS,15
Avion,12,2018,Intérieur,TOULOUSE,NANTES,EASYJET R-U,51,51,33.8,0,0,24,23.5,51,EZY,LFBO,LFRS,14
Avion,12,2018,Intérieur,TOULOUSE,NANTES,HOP!,87,85,56.3,2,2.3,60,35.3,44,HOP,LFBO,LFRS,18
Avion,12,2018,Intérieur,TOULOUSE,NANTES,VOLOTEA,15,15,9.9,0,0,16,53.3,76,VOE,LFBO,LFRS,43
Avion,1,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,95,93,62.4,2,2.1,75.9,23.7,32,HOP,LFBO,LFRS,9
Avion,1,2019,Intérieur,TOULOUSE,NANTES,EASYJET R-U,46,46,30.9,0,0,24.1,15.2,31,EZY,LFBO,LFRS,6
Avion,1,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,10,10,6.7,0,0,0,0,,VOE,LFBO,LFRS,1
Avion,2,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,106,105,66,1,0.9,92.3,11.4,30,HOP,LFBO,LFRS,5
Avion,2,2019,Intérieur,TOULOUSE,NANTES,EASYJET R-U,46,46,28.9,0,0,7.7,2.2,24,EZY,LFBO,LFRS,2
Avion,2,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,8,8,5,0,0,0,0,,VOE,LFBO,LFRS,0
Avion,3,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,115,113,64.2,2,1.7000000000000002,78.6,19.5,34,HOP,LFBO,LFRS,10
Avion,3,2019,Intérieur,TOULOUSE,NANTES,EASYJET R-U,53,53,30.1,0,0,21.4,11.3,46,EZY,LFBO,LFRS,7
Avion,3,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,10,10,5.7,0,0,0,0,,VOE,LFBO,LFRS,0
Avion,4,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,112,111,61,1,0.9,50,12.6,48,HOP,LFBO,LFRS,8
Avion,4,2019,Intérieur,TOULOUSE,NANTES,EASYJET R-U,54,54,29.7,0,0,39.3,20.4,50,EZY,LFBO,LFRS,12
Avion,4,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,17,17,9.3,0,0,10.7,17.7,30,VOE,LFBO,LFRS,7
Avion,5,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,100,98,58.7,2,2,52.2,12.2,38,HOP,LFBO,LFRS,7
Avion,5,2019,Intérieur,TOULOUSE,NANTES,EASYJET R-U,56,56,33.5,0,0,39.1,16.1,43,EZY,LFBO,LFRS,8
Avion,5,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,14,13,7.8,1,7.1,8.7,15.4,49,VOE,LFBO,LFRS,12
Avion,6,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,72,71,51.5,1,1.4,38.9,19.7,49,HOP,LFBO,LFRS,11
Avion,6,2019,Intérieur,TOULOUSE,NANTES,EASYJET,49,49,35.5,0,0,36.1,26.5,48,EZY,LFBO,LFRS,15
Avion,6,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,18,18,13,0,0,25,50,75,VOE,LFBO,LFRS,38
Avion,7,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,61,61,67.8,0,0,55.9,31.2,44,HOP,LFBO,LFRS,15
Avion,7,2019,Intérieur,TOULOUSE,NANTES,EASYJET,29,29,32.2,0,0,44.1,51.7,47,EZY,LFBO,LFRS,26
Avion,8,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE HOP!,40,40,56.3,0,0,42.9,22.5,38,HOP,LFBO,LFRS,11
Avion,8,2019,Intérieur,TOULOUSE,NANTES,EASYJET,31,31,43.7,0,0,57.1,38.7,66,EZY,LFBO,LFRS,27
Avion,9,2019,Intérieur,TOULOUSE,NANTES,AIR FRANCE,75,73,53.7,2,2.7,41.2,9.6,45,AFR,LFBO,LFRS,6
Avion,9,2019,Intérieur,TOULOUSE,NANTES,EASYJET,55,55,40.4,0,0,52.9,16.4,53,EZY,LFBO,LFRS,11
Avion,9,2019,Intérieur,TOULOUSE,NANTES,VOLOTEA,8,8,5.9,0,0,5.9,12.5,56,VOE,LFBO,LFRS,10
Avion,10,2018,Intérieur,TOULOUSE,NICE,EASYJET R-U,48,48,100,0,0,100,33.33,101,EZY,LFBO,LFMN,35
Avion,11,2018,Intérieur,TOULOUSE,NICE,EASYJET R-U,48,48,100,0,0,100,10.4,159,EZY,LFBO,LFMN,18
Avion,12,2018,Intérieur,TOULOUSE,NICE,EASYJET R-U,49,49,100,0,0,100,14.3,53,EZY,LFBO,LFMN,9
Avion,1,2019,Intérieur,TOULOUSE,NICE,EASYJET R-U,48,48,100,0,0,100,14.6,31,EZY,LFBO,LFMN,5
Avion,2,2019,Intérieur,TOULOUSE,NICE,EASYJET R-U,45,44,100,1,2.2,100,15.9,51,EZY,LFBO,LFMN,9
Avion,3,2019,Intérieur,TOULOUSE,NICE,EASYJET R-U,49,49,100,0,0,100,8.2,89,EZY,LFBO,LFMN,9
Avion,4,2019,Intérieur,TOULOUSE,NICE,EASYJET R-U,51,51,92.7,0,0,100,19.6,68,EZY,LFBO,LFMN,14
Avion,4,2019,Intérieur,TOULOUSE,NICE,VOLOTEA,4,4,7.3,0,0,0,0,,VOE,LFBO,LFMN,1
Avion,5,2019,Intérieur,TOULOUSE,NICE,EASYJET R-U,52,52,85.3,0,0,100,11.5,117,EZY,LFBO,LFMN,15
Avion,5,2019,Intérieur,TOULOUSE,NICE,VOLOTEA,9,9,14.8,0,0,0,0,,VOE,LFBO,LFMN,3
Avion,6,2019,Intérieur,TOULOUSE,NICE,EASYJET,42,42,82.4,0,0,83.3,35.7,40,EZY,LFBO,LFMN,15
Avion,6,2019,Intérieur,TOULOUSE,NICE,VOLOTEA,9,9,17.7,0,0,16.7,33.3,19,VOE,LFBO,LFMN,7
Avion,7,2019,Intérieur,TOULOUSE,NICE,EASYJET,17,17,68,0,0,62.5,58.8,39,EZY,LFBO,LFMN,25
Avion,7,2019,Intérieur,TOULOUSE,NICE,VOLOTEA,8,8,32,0,0,37.5,75,53,VOE,LFBO,LFMN,40
Avion,8,2019,Intérieur,TOULOUSE,NICE,EASYJET,18,18,66.7,0,0,75,33.3,61,EZY,LFBO,LFMN,21
Avion,8,2019,Intérieur,TOULOUSE,NICE,VOLOTEA,9,9,33.3,0,0,25,22.2,24,VOE,LFBO,LFMN,8
Avion,9,2019,Intérieur,TOULOUSE,NICE,EASYJET,51,51,85,0,0,91.7,21.6,49,EZY,LFBO,LFMN,12
Avion,9,2019,Intérieur,TOULOUSE,NICE,VOLOTEA,9,9,15,0,0,8.3,11.1,140,VOE,LFBO,LFMN,16
Avion,10,2018,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,188,188,74.9,0,0,48.48,8.51,32,AFR,LFBO,LFPG,4
Avion,10,2018,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,63,63,25.1,0,0,51.52,26.98,83,EZY,LFBO,LFPG,23
Avion,11,2018,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,184,184,79,0,0,66.7,6.5,46,AFR,LFBO,LFPG,5
Avion,11,2018,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,49,49,21,0,0,33.3,12.2,29,EZY,LFBO,LFPG,5
Avion,12,2018,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,191,191,79.3,0,0,80,18.9,46,AFR,LFBO,LFPG,10
Avion,12,2018,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,50,50,20.8,0,0,20,18,34,EZY,LFBO,LFPG,9
Avion,1,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,190,190,79.5,0,0,82.1,12.1,33,AFR,LFBO,LFPG,6
Avion,1,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,49,49,20.5,0,0,17.9,10.2,60,EZY,LFBO,LFPG,7
Avion,2,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,172,172,78.9,0,0,77.8,8.1,36,AFR,LFBO,LFPG,4
Avion,2,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,46,46,21.1,0,0,22.2,8.7,49,EZY,LFBO,LFPG,5
Avion,3,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,192,191,78.6,1,0.5,51.7,7.9,36,AFR,LFBO,LFPG,5
Avion,3,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,52,52,21.4,0,0,48.3,26.9,87,EZY,LFBO,LFPG,23
Avion,4,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,214,214,77.3,0,0,56,6.5,36,AFR,LFBO,LFPG,4
Avion,4,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,63,63,22.7,0,0,44,17.5,65,EZY,LFBO,LFPG,13
Avion,5,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,221,218,78.4,3,1.4,67.7,9.6,61,AFR,LFBO,LFPG,7
Avion,5,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET R-U,60,60,21.6,0,0,32.3,16.7,43,EZY,LFBO,LFPG,9
Avion,6,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,215,213,79.8,2,0.9,64.2,16,50,AFR,LFBO,LFPG,10
Avion,6,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET,54,54,20.2,0,0,35.9,35.2,68,EZY,LFBO,LFPG,25
Avion,7,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,221,221,85.7,0,0,66.7,10.9,47,AFR,LFBO,LFPG,7
Avion,7,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET,37,37,14.3,0,0,33.3,32.4,45,EZY,LFBO,LFPG,16
Avion,8,2019,Intérieur,TOULOUSE,PARIS-CDG,AIR FRANCE,222,222,86.4,0,0,73.9,7.7,29,AFR,LFBO,LFPG,3
Avion,8,2019,Intérieur,TOULOUSE,PARIS-CDG,EASYJET,35,35,13.6,0,0,26.1,17.1,66,EZY,LFBO,LFPG,13
